,feature_no,feature_name,vNE,info_rich_feature,max_num_for_this_dataset
0,0,ASV_1,1.8601575680476286,Yes,16
1,1,ASV_2,1.8646147398233746,Yes,16
2,2,ASV_3,2.071442705299786,No,16
3,3,ASV_4,2.054596918096082,No,16
4,4,ASV_5,2.0933378817612494,No,16
5,5,ASV_6,2.0941267617164168,No,16
6,6,ASV_7,2.055728767208252,No,16
7,7,ASV_9,2.0800590712022027,No,16
8,8,ASV_10,2.079462812416464,No,16
9,9,ASV_11,2.0885368405267304,No,16
10,10,ASV_12,2.0921228848326714,No,16
11,11,ASV_13,2.0932129001395587,No,16
12,12,ASV_15,2.04030793663389,No,16
13,13,ASV_16,2.0820030725934786,No,16
14,14,ASV_17,2.0954518232505728,No,16
15,15,ASV_18,2.084461172567351,No,16
16,16,ASV_20,2.0936792121442847,No,16
17,17,ASV_21,2.086698933749268,No,16
18,18,ASV_22,2.093201032819725,No,16
19,19,ASV_23,2.0950488774650524,No,16
20,20,ASV_24,2.095361512266672,No,16
21,21,ASV_27,2.09497564573385,No,16
22,22,ASV_29,2.0932838010974586,No,16
23,23,ASV_30,2.0932271045197473,No,16
24,24,ASV_31,2.0934860060798637,No,16
25,25,ASV_32,2.214348537378307,Yes,16
26,26,ASV_34,2.0911206274323852,No,16
27,27,ASV_35,2.07645325616982,No,16
28,28,ASV_36,2.0900083821365527,No,16
29,29,ASV_37,2.0918103204381007,No,16
30,30,ASV_38,2.0953505971205946,No,16
31,31,ASV_39,2.089973596078957,No,16
32,32,ASV_40,2.092197743621706,No,16
33,33,ASV_41,2.0951052375555674,No,16
34,34,ASV_42,2.095096506517466,No,16
35,35,ASV_44,2.0944668872449292,No,16
36,36,ASV_45,2.0948414324426246,No,16
37,37,ASV_47,2.0866458353437802,No,16
38,38,ASV_48,2.094956103216539,No,16
39,39,ASV_49,2.0930527417768494,No,16
40,40,ASV_50,2.0937624565341713,No,16
41,41,ASV_51,2.091574931887207,No,16
42,42,ASV_53,2.0845246923078187,No,16
43,43,ASV_55,2.0930562584910364,No,16
44,44,ASV_56,2.093094002339045,No,16
45,45,ASV_57,2.0927197362243564,No,16
46,46,ASV_58,2.0954007000224997,No,16
47,47,ASV_59,2.074307267267213,No,16
48,48,ASV_60,2.0941222691422845,No,16
